,Count,discipline_title,event_title,event_gender,medal_type,participant_type,participant_title,athlete_url,athlete_full_name,country_name,country_code,country_3_letter_code,game_location,game_name,game_season,game_year,top10,horizontal,vertical,top10C,Country_Rank,Year_Rank,Gender_Rank,Medal_Rank
6996,1,Swimming,100m backstroke women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/yuanhui-fu,Yuanhui Fu,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Swimming,2,1,China,5.0,36,0,0
7002,1,Swimming,200m breaststroke women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/jinglin-shi,Jinglin Shi,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Swimming,2,1,China,5.0,36,0,0
322,1,Fencing,épée team women,Women,SILVER,GameTeam,People's Republic of China team,,,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Fencing,4,2,China,5.0,36,0,1
403,1,Artistic Swimming,team women,Women,SILVER,GameTeam,People's Republic of China team,,,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Other,0,0,China,5.0,36,0,1
3652,1,Artistic Swimming,duet women,Women,SILVER,GameTeam,People's Republic of China team,,"['Wenyan Sun', 'Xuechen Huang']",China,CN,CHN,Brazil,Rio 2016,Summer,2016,Other,0,0,China,5.0,36,0,1
6419,1,Shooting,10m Air Rifle women,Women,SILVER,Athlete,,,Li Du,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Shooting,1,2,China,5.0,36,0,1
6440,1,Shooting,50m Rifle 3 Positions women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/binbin-zhang,Binbin Zhang,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Shooting,1,2,China,5.0,36,0,1
6473,1,Athletics,hammer throw women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/wenxiu-zhang,Wenxiu Zhang,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Athletics,1,1,China,5.0,36,0,1
6729,1,Boxing,60 kg light women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/junhua-yin,Junhua Yin,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Boxing,5,1,China,5.0,36,0,1
6849,1,Sailing,RS:X - Windsurfer women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/peina-chen,Peina Chen,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Other,0,0,China,5.0,36,0,1
6879,1,Diving,10m platform women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/yajie-si,Yajie Si,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Other,0,0,China,5.0,36,0,1
6888,1,Diving,3m springboard women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/zi-he,Zi He,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Other,0,0,China,5.0,36,0,1
6900,1,Table Tennis,Singles women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/xiaoxia-li,Xiaoxia Li,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Other,0,0,China,5.0,36,0,1
405,1,Volleyball,volleyball women,Women,GOLD,GameTeam,People's Republic of China team,,,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Other,0,0,China,5.0,36,0,2
426,1,Table Tennis,team women,Women,GOLD,GameTeam,People's Republic of China team,,,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Other,0,0,China,5.0,36,0,2
4208,1,Cycling Track,Team sprint women,Women,GOLD,GameTeam,People's Republic of China team,,"['Tianshi Zhong', 'Jinjie Gong']",China,CN,CHN,Brazil,Rio 2016,Summer,2016,Other,0,0,China,5.0,36,0,2
4250,1,Diving,synchronized diving 10m platform women,Women,GOLD,GameTeam,People's Republic of China team,,"['Ruolin Chen', 'Huixia Liu']",China,CN,CHN,Brazil,Rio 2016,Summer,2016,Other,0,0,China,5.0,36,0,2
4279,1,Diving,synchronized diving 3m springboard women,Women,GOLD,GameTeam,People's Republic of China team,,"['Tingmao Shi', 'Minxia Wu']",China,CN,CHN,Brazil,Rio 2016,Summer,2016,Other,0,0,China,5.0,36,0,2
6412,1,Shooting,10m Air Pistol women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/mengxue-zhang,Mengxue Zhang,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Shooting,1,2,China,5.0,36,0,2
6574,1,Athletics,20km race walk women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/hong-liu,Hong Liu,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Athletics,1,1,China,5.0,36,0,2
6592,1,Weightl.,63kg women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/wei-deng,Wei Deng,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Weightlifting,3,2,China,5.0,36,0,2
6616,1,Weightl.,69kg women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/yanmei-xiang,Yanmei Xiang,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Weightlifting,3,2,China,5.0,36,0,2
6619,1,Weightl.,+75kg women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/suping-meng,Suping Meng,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Weightlifting,3,2,China,5.0,36,0,2
6878,1,Diving,10m platform women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/qian-ren,Qian Ren,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Other,0,0,China,5.0,36,0,2
6887,1,Diving,3m springboard women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/tingmao-shi,Tingmao Shi,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Other,0,0,China,5.0,36,0,2
6899,1,Table Tennis,Singles women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/ning-ding,Ning Ding,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Other,0,0,China,5.0,36,0,2
6989,1,Taekwondo,+ 67 kg women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/shuyin-zheng,Shuyin Zheng,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Other,0,0,China,5.0,36,0,2
398,1,Art. Gymn.,team competition men,Men,BRONZE,GameTeam,People's Republic of China team,,,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Artistic Gymnastics,4,1,China,5.0,36,1,0
4261,1,Diving,synchronized diving 3m springboard men,Men,BRONZE,GameTeam,People's Republic of China team,,"['Kai Qin', 'Yuan Cao']",China,CN,CHN,Brazil,Rio 2016,Summer,2016,Other,0,0,China,5.0,36,1,0
6402,1,Shooting,25m rapid fire pistol 60 shots men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/yuehong-li,Yuehong Li,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Shooting,1,2,China,5.0,36,1,0
6429,1,Shooting,10m air pistol 60 shots men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/wei-pang,Wei Pang,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Shooting,1,2,China,5.0,36,1,0
6540,1,Athletics,triple jump men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/bin-dong,Bin Dong,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Athletics,1,1,China,5.0,36,1,0
6727,1,Boxing,52kg men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/jianguan-hu,Jianguan Hu,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Boxing,5,1,China,5.0,36,1,0
6862,1,Trampoline Gymnastics,Individual men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/lei-gao,Lei Gao,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Other,0,0,China,5.0,36,1,0
6925,1,Judo,81  90kg middleweight men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/xunzhao-cheng,Xunzhao Cheng,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Judo,5,2,China,5.0,36,1,0
6999,1,Swimming,200m individual medley men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/shun-wang,Shun Wang,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Swimming,2,1,China,5.0,36,1,0
6554,1,Athletics,20km walk men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/zelin-cai,Zelin Cai,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Athletics,1,1,China,5.0,36,1,1
6605,1,Weightl.,85kg men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/tao-tian,Tao Tian,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Weightlifting,3,2,China,5.0,36,1,1
6629,1,Weightl.,77kg men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/xiaojun-lu,Xiaojun Lü,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Weightlifting,3,2,China,5.0,36,1,1
6861,1,Trampoline Gymnastics,Individual men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/dong-dong,Dong Dong,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Other,0,0,China,5.0,36,1,1
6897,1,Table Tennis,Singles men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/jike-zhang,Jike Zhang,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Other,0,0,China,5.0,36,1,1
7049,1,Swimming,100m backstroke men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/jiayu-xu,Jiayu Xu,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Swimming,2,1,China,5.0,36,1,1
7068,1,Swimming,400m freestyle men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/yang-sun,Yang Sun,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Swimming,2,1,China,5.0,36,1,1
423,1,Table Tennis,Team men,Men,GOLD,GameTeam,People's Republic of China team,,,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Other,0,0,China,5.0,36,1,2
3693,1,Badminton,doubles men,Men,GOLD,GameTeam,People's Republic of China team #1,,"['Nan Zhang', 'Haifeng Fu']",China,CN,CHN,Brazil,Rio 2016,Summer,2016,Other,0,0,China,5.0,36,1,2
4234,1,Diving,synchronized diving 10m platform men,Men,GOLD,GameTeam,People's Republic of China team,,"['Yue Lin', 'Aisen Chen']",China,CN,CHN,Brazil,Rio 2016,Summer,2016,Other,0,0,China,5.0,36,1,2
6553,1,Athletics,20km walk men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/zhen-wang,Zhen Wang,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Athletics,1,1,China,5.0,36,1,2
6598,1,Weightl.,-56kg (bantamweight) men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/qingquan-long,Qingquan Long,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Weightlifting,3,2,China,5.0,36,1,2
6622,1,Weightl.,69kg men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/zhiyong-shi-1,Zhiyong Shi,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Weightlifting,3,2,China,5.0,36,1,2
6881,1,Diving,3m springboard men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/yuan-cao,Yuan Cao,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Other,0,0,China,5.0,36,1,2
6884,1,Diving,10m platform men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/aisen-chen,Aisen Chen,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Other,0,0,China,5.0,36,1,2
6890,1,Badminton,Singles men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/long-chen,Long Chen,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Other,0,0,China,5.0,36,1,2
6896,1,Table Tennis,Singles men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/long-ma,Long Ma,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Other,0,0,China,5.0,36,1,2
6973,1,Taekwondo,- 58 kg men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/shuai-zhao,Shuai Zhao,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Other,0,0,China,5.0,36,1,2
7061,1,Swimming,200m freestyle men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/yang-sun,Yang Sun,China,CN,CHN,Brazil,Rio 2016,Summer,2016,Swimming,2,1,China,5.0,36,1,2
3658,1,Badminton,Doubles mixed,Mixed,BRONZE,GameTeam,People's Republic of China team #1,,"['Yunlei Zhao', 'Nan Zhang']",China,CN,CHN,Brazil,Rio 2016,Summer,2016,Other,0,0,China,5.0,36,2,0
6233,1,Freestyle Skiing,Ladies’ Aerials,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/fanyu-kong,Fanyu Kong,China,CN,CHN,Republic of Korea,PyeongChang 2018,Winter,2018,Other,0,0,China,5.0,37,0,0
6208,1,Snowboard,Ladies’ Halfpipe,Women,SILVER,Athlete,,https://olympics.com/en/athletes/jiayu-liu,Jiayu Liu,China,CN,CHN,Republic of Korea,PyeongChang 2018,Winter,2018,Other,0,0,China,5.0,37,0,1
6232,1,Freestyle Skiing,Ladies’ Aerials,Women,SILVER,Athlete,,https://olympics.com/en/athletes/xin-zhang,Xin Zhang,China,CN,CHN,Republic of Korea,PyeongChang 2018,Winter,2018,Other,0,0,China,5.0,37,0,1
6280,1,Short Track,Ladies’ 1500m,Women,SILVER,Athlete,,https://olympics.com/en/athletes/jinyu-li,Jinyu Li,China,CN,CHN,Republic of Korea,PyeongChang 2018,Winter,2018,Other,0,0,China,5.0,37,0,1
6143,1,Speed skating,Men’s 500m,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/tingyu-gao,Tingyu Gao,China,CN,CHN,Republic of Korea,PyeongChang 2018,Winter,2018,Other,0,0,China,5.0,37,1,0
277,1,Short Track,Men’s 5000m Relay,Men,SILVER,GameTeam,People's Republic of China team,,,China,CN,CHN,Republic of Korea,PyeongChang 2018,Winter,2018,Other,0,0,China,5.0,37,1,1
6250,1,Freestyle Skiing,Men’s Aerials,Men,SILVER,Athlete,,https://olympics.com/en/athletes/zongyang-jia,Zongyang Jia,China,CN,CHN,Republic of Korea,PyeongChang 2018,Winter,2018,Other,0,0,China,5.0,37,1,1
6288,1,Short Track,Men’s 500m,Men,GOLD,Athlete,,https://olympics.com/en/athletes/dajing-wu,Dajing Wu,China,CN,CHN,Republic of Korea,PyeongChang 2018,Winter,2018,Other,0,0,China,5.0,37,1,2
4332,1,Figure skating,Pair Skating,Mixed,SILVER,GameTeam,People's Republic of China team #1,,"['Wenjing Sui', 'Cong Han']",China,CN,CHN,Republic of Korea,PyeongChang 2018,Winter,2018,Other,0,0,China,5.0,37,2,1
215,1,Rowing,Women's Eight,Women,BRONZE,GameTeam,People's Republic of China,,,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Rowing,2,2,China,5.0,38,0,0
236,1,3x3 Basketball,Women,Women,BRONZE,GameTeam,China,,,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Other,0,0,China,5.0,38,0,0
5357,1,Shooting,Skeet women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/meng-wei,Meng Wei,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Shooting,1,2,China,5.0,38,0,0
5364,1,Shooting,10m Air Pistol women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/ranxin-jiang,Ranxin Jiang,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Shooting,1,2,China,5.0,38,0,0
5365,1,Shooting,25m Pistol Women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/jiaruixuan-xiao,Jiaruixuan Xiao,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Shooting,1,2,China,5.0,38,0,0
5639,1,Wrestling,Women's Freestyle 76kg,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/qian-zhou,Qian Zhou,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Wrestling,3,1,China,5.0,38,0,0
5912,1,Athletics,Women's 20km Race Walk,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/hong-liu,Hong Liu,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Athletics,1,1,China,5.0,38,0,0
6059,1,Swimming,Women's 400m Freestyle,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/bingjie-li,Bingjie Li,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Swimming,2,1,China,5.0,38,0,0
6108,1,Karate,Women's Kumite +61kg,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/li-gong-x1108,Li Gong,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Other,0,0,China,5.0,38,0,0
78,1,Artistic Swimming,Team,Women,SILVER,GameTeam,China,,,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Other,0,0,China,5.0,38,0,1
3630,1,Artistic Swimming,Duet,Women,SILVER,GameTeam,China,,"['Wenyan Sun', 'Xuechen Huang']",China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Other,0,0,China,5.0,38,0,1
3681,1,Badminton,Women's Doubles,Women,SILVER,GameTeam,CHEN Qing Chen/JIA Yi Fan,,"['Qing Chen Chen', 'Yi Fan Jia']",China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Other,0,0,China,5.0,38,0,1
5377,1,Diving,Women's 10m Platform,Women,SILVER,Athlete,,https://olympics.com/en/athletes/yuxi-chen,Yuxi Chen,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Other,0,0,China,5.0,38,0,1
5383,1,Diving,Women's 3m Springboard,Women,SILVER,Athlete,,https://olympics.com/en/athletes/han-wang,Han Wang,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Other,0,0,China,5.0,38,0,1
5443,1,Boxing,Women's Middle (69-75kg),Women,SILVER,Athlete,,https://olympics.com/en/athletes/qian-li-2,Qian Li,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Boxing,5,1,China,5.0,38,0,1
5448,1,Boxing,Women's Welter (64-69kg),Women,SILVER,Athlete,,https://olympics.com/en/athletes/hong-gu,Hong Gu,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Boxing,5,1,China,5.0,38,0,1
5489,1,Table Tennis,Women's Singles,Women,SILVER,Athlete,,https://olympics.com/en/athletes/yingsha-sun,Yingsha Sun,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Other,0,0,China,5.0,38,0,1
5515,1,Trampoline Gymnastics,Women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/lingling-liu,Lingling Liu,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Other,0,0,China,5.0,38,0,1
5602,1,Wrestling,Women's Freestyle 53kg,Women,SILVER,Athlete,,https://olympics.com/en/athletes/qianyu-pang,Qianyu Pang,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Wrestling,3,1,China,5.0,38,0,1
5630,1,Wrestling,Women's Freestyle 50kg,Women,SILVER,Athlete,,https://olympics.com/en/athletes/yanan-sun,Yanan Sun,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Wrestling,3,1,China,5.0,38,0,1
5682,1,Art. Gymn.,Women's Balance Beam,Women,SILVER,Athlete,,https://olympics.com/en/athletes/xijing-tang,Xijing Tang,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Artistic Gymnastics,4,1,China,5.0,38,0,1
5800,1,Weightl.,Women's 55kg,Women,SILVER,Athlete,,https://olympics.com/en/athletes/qiuyun-liao,Qiuyun Liao,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Weightlifting,3,2,China,5.0,38,0,1
5917,1,Athletics,Women's Hammer Throw,Women,SILVER,Athlete,,https://olympics.com/en/athletes/zheng-wang-1,Zheng Wang,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Athletics,1,1,China,5.0,38,0,1
6054,1,Swimming,Women's 100m Butterfly,Women,SILVER,Athlete,,https://olympics.com/en/athletes/yufei-zhang,Yufei Zhang,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Swimming,2,1,China,5.0,38,0,1
6103,1,Karate,Women's Kumite -61kg,Women,SILVER,Athlete,,https://olympics.com/en/athletes/xiaoyan-yin,Xiaoyan Yin,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Other,0,0,China,5.0,38,0,1
95,1,Table Tennis,Women's Team,Women,GOLD,GameTeam,China,,,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Other,0,0,China,5.0,38,0,2
207,1,Swimming,Women's 4 x 200m Freestyle Relay,Women,GOLD,GameTeam,China,,,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Swimming,2,1,China,5.0,38,0,2
222,1,Rowing,Women's Quadruple Sculls,Women,GOLD,GameTeam,People's Republic of China,,,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Rowing,2,2,China,5.0,38,0,2
4112,1,Canoe Sprint,Women's Canoe Double 500m,Women,GOLD,GameTeam,People's Republic of China,,"['Mengya Sun', 'Shixiao Xu']",China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Other,0,0,China,5.0,38,0,2
4215,1,Cycling Track,Women's Team Sprint,Women,GOLD,GameTeam,China,,"['Tianshi Zhong', 'Shanju Bao']",China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Other,0,0,China,5.0,38,0,2
4224,1,Diving,Women's Synchronised 10m Platform,Women,GOLD,GameTeam,China,,"['Yuxi Chen', 'Jiaqi Zhang']",China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Other,0,0,China,5.0,38,0,2
4227,1,Diving,Women's Synchronised 3m Springboard,Women,GOLD,GameTeam,China,,"['Han Wang', 'Tingmao Shi']",China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Other,0,0,China,5.0,38,0,2
5351,1,Shooting,10m Air Rifle women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/qian-yang,Qian Yang,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Shooting,1,2,China,5.0,38,0,2
5379,1,Diving,Women's 10m Platform,Women,GOLD,Athlete,,https://olympics.com/en/athletes/hongchan-quan,Hongchan Quan,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Other,0,0,China,5.0,38,0,2
5384,1,Diving,Women's 3m Springboard,Women,GOLD,Athlete,,https://olympics.com/en/athletes/tingmao-shi,Tingmao Shi,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Other,0,0,China,5.0,38,0,2
5490,1,Table Tennis,Women's Singles,Women,GOLD,Athlete,,https://olympics.com/en/athletes/meng-chen-x5731,Meng Chen,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Other,0,0,China,5.0,38,0,2
5514,1,Trampoline Gymnastics,Women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/xueying-zhu,Xueying Zhu,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Other,0,0,China,5.0,38,0,2
5571,1,Fencing,Women's Épée Individual,Women,GOLD,Athlete,,https://olympics.com/en/athletes/yiwen-sun,Yiwen Sun,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Fencing,4,2,China,5.0,38,0,2
5588,1,Badminton,Women's Singles,Women,GOLD,Athlete,,https://olympics.com/en/athletes/yu-fei-chen,Yu Fei Chen,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Other,0,0,China,5.0,38,0,2
5681,1,Art. Gymn.,Women's Balance Beam,Women,GOLD,Athlete,,https://olympics.com/en/athletes/chenchen-guan,Chenchen Guan,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Artistic Gymnastics,4,1,China,5.0,38,0,2
5811,1,Weightl.,Women's +87kg,Women,GOLD,Athlete,,https://olympics.com/en/athletes/wenwen-li-x7301,Wenwen Li,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Weightlifting,3,2,China,5.0,38,0,2
5814,1,Weightl.,Women's 87kg,Women,GOLD,Athlete,,https://olympics.com/en/athletes/zhouyu-wang,Zhouyu Wang,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Weightlifting,3,2,China,5.0,38,0,2
5829,1,Weightl.,Women's 49kg,Women,GOLD,Athlete,,https://olympics.com/en/athletes/zhihui-hou,Zhihui Hou,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Weightlifting,3,2,China,5.0,38,0,2
5876,1,Athletics,Women's Javelin Throw,Women,GOLD,Athlete,,https://olympics.com/en/athletes/shiying-liu,Shiying Liu,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Athletics,1,1,China,5.0,38,0,2
5909,1,Athletics,Women's Shot Put,Women,GOLD,Athlete,,https://olympics.com/en/athletes/lijiao-gong,Lijiao Gong,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Athletics,1,1,China,5.0,38,0,2
5998,1,Swimming,Women's 200m Butterfly,Women,GOLD,Athlete,,https://olympics.com/en/athletes/yufei-zhang,Yufei Zhang,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Swimming,2,1,China,5.0,38,0,2
6081,1,Sailing,RS:X Women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/yunxiu-lu,Yunxiu Lu,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Other,0,0,China,5.0,38,0,2
148,1,Art. Gymn.,Men's Team,Men,BRONZE,GameTeam,People's Republic of China,,,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Artistic Gymnastics,4,1,China,5.0,38,1,0
4475,1,Rowing,Men's Double Sculls,Men,BRONZE,GameTeam,People's Republic of China,,"['Zhiyu Liu', 'Liang Zhang']",China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Rowing,2,2,China,5.0,38,1,0
5346,1,Shooting,25m Rapid Fire Pistol Men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/yuehong-li,Yuehong Li,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Shooting,1,2,China,5.0,38,1,0
5347,1,Shooting,10m Air Rifle Men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/haoran-yang,Haoran Yang,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Shooting,1,2,China,5.0,38,1,0
5369,1,Shooting,10m Air Pistol Men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/wei-pang,Wei Pang,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Shooting,1,2,China,5.0,38,1,0
5519,1,Taekwondo,Men -68kg,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/shuai-zhao,Shuai Zhao,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Other,0,0,China,5.0,38,1,0
5649,1,Wrestling,Men's Greco-Roman 60kg,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/sailike-walihan,Sailike Walihan,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Wrestling,3,1,China,5.0,38,1,0
5707,1,Art. Gymn.,Men's Floor Exercise,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/ruoteng-xiao,Ruoteng Xiao,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Artistic Gymnastics,4,1,China,5.0,38,1,0
6077,1,Sailing,RS:X Men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/kun-bi,Kun Bi,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Other,0,0,China,5.0,38,1,0
3675,1,Badminton,Men's Doubles,Men,SILVER,GameTeam,LI Jun Hui/LIU Yu Chen,,"['Yu Chen Liu', 'Jun Hui Li']",China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Other,0,0,China,5.0,38,1,1
4107,1,Canoe Sprint,Men's Canoe Double 1000m,Men,SILVER,GameTeam,China,,"['Pengfei Zheng', 'Hao Liu']",China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Other,0,0,China,5.0,38,1,1
4219,1,Diving,Men's Synchronised 10m Platform,Men,SILVER,GameTeam,China,,"['Aisen Chen', 'Yuan Cao']",China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Other,0,0,China,5.0,38,1,1
5348,1,Shooting,10m Air Rifle Men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/lihao-sheng,Lihao Sheng,China,CN,CHN,Japan,Tokyo 2020,Summer,2020,Shooting,1,2,China,5.0,38,1,1
